MarketId,Country,Admin1,Admin2,MarketName,Latitude,Longitude
4177,Yemen,Taizz,Al Qahirah,Al Tahrir Al Asfal,13.578789,44.012669
4178,Yemen,Taizz,Al Qahirah,Al Masbah,13.578788,44.00718
4179,Yemen,Taizz,Al Qahirah,Moghtarbain,13.582776,44.012636
4180,Yemen,Hadramaut,Sayun,Tarba,15.983639,48.95
4181,Yemen,Hadramaut,Sayun,Al Suheel,15.951089,48.802771
4182,Yemen,Hadramaut,Sayun,Shahoh,15.941056,48.762389
4183,Yemen,Hadramaut,Ghayl Ba Wazir,Al Ayoon,14.774348,49.263192
4184,Yemen,Hadramaut,Ghayl Ba Wazir,Shoheer,14.696816,49.394667
4185,Yemen,Hadramaut,Ghayl Ba Wazir,Al Salhiah,14.770879,49.376536
4186,Yemen,Hadramaut,Ghayl Ba Wazir,Al Biader,14.762771,49.375643
4187,Yemen,Hadramaut,Al Mukalla,Al Musna,14.665063,48.878264
4188,Yemen,Hadramaut,Al Mukalla,Athad,14.530225,48.959871
4189,Yemen,Hadramaut,Al Mukalla,Al Lasab,14.676017,49.117592
4190,Yemen,Hadramaut,Ghayl Ba Wazir,Ras Mahl,14.93352,48.72021
4191,Yemen,Hadramaut,Al Mukalla City,Al Sharag,14.53,49.12
